ID;Code;Name;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
elas01;elas01;Centre Animation;49.229904, -0.463686;LASSON_Centre animation;;;0;ARCOM@LAS005;;2
ARCOM@ROT002;;Rots Eglise;49.211517, -0.474474;;;;1;;;2
1153119;14SAN019A;Libération;49.180984, -0.22202;Libération;;;0;COM_libec02;;2
ARCOM@SMA022;;Norrey Calvaire;49.201138, -0.512923;;;;1;;;2
macl01;macl01;Mare aux Clercs;49.208664, -0.506702;BRETTEVILLE-L'ORGUEILLEUSE_Mare aux clercs;;;0;COM_macl01;;2
COM_rotbo01;;Rots Bourg;49.199303, -0.478277;;;;1;;;2
chev01;;Chevaliers;49.176826, -0.402066;;;;0;COM_chev01;;2
COM_rosel01;;Rosel Bourg;49.228394, -0.459349;;;;1;;;2
eclo01;;Louvigny Ecole;49.15744, -0.393538;;;;0;COM_eclo02;;2
COM_rubos02_1;;Jardin des Plantes;49.18898, -0.369842;;;;1;;;2
carpm02;carpm02;Carpiquet Mairie;49.18348, -0.440046;;;;0;ARCOM@CAR003;;2
COM_civa02_1;;Porte Millet;49.16926, -0.357638;;;;1;;;2
hech02;;Henry Chéron;49.17165, -0.398075;;;;0;COM_hech01;;2
1150864;;Gruchy;49.216656, -0.436066;;;;1;;;2
eglo02;;Louvigny Eglise;49.15853, -0.387523;;;;0;COM_eglo01;;2
COM_montg02;;Montgomery;49.202354, -0.390453;;;;1;;;2
nica02;;Nice Caennais;49.17606, -0.384843;;;;0;COM_nica02_1;;2
COM_cath01;;Thaon Calvaire;49.257984, -0.459618;;;;1;;;2
nica01;;Nice Caennais;49.17631, -0.384034;;;;0;COM_nica02_1;;2
1150282;;Route de Bayeux;49.18834, -0.415331;;;;1;;;2
1151908;14C045A;Campus 2;49.21016, -0.36325;Campus 2;;;0;1150262;;2
COM_jacl01;;Sidérurgie;49.190895, -0.284331;;;;1;;;2
cope21;;Copernic;49.198654, -0.359245;;;;0;COM_cope21_2;;2
COM_merc02;;Mercières;49.236034, -0.294404;;;;1;;;2
cibe01;;Cité Bellevue;49.187366, -0.412571;;;;0;COM_cibe02_1;;2
COM_meta01;;Jardins de Clopée;49.189304, -0.289107;;;;1;;;2
ruch02;;Chardonnerets;49.15622, -0.394611;;;;0;COM_ruch01;;2
COM_qudv02;;Les Vallées;49.187103, -0.43785;;;;1;;;2
ceaq12;ceaq12;Centre Aquatique;49.187515, -0.44264;;;;0;COM_ceaq11_1;;2
COM_cach03;;Cacharat;49.241768, -0.517963;;;;1;;;2
gree02;gree02;Les Greens;49.099533, -0.284743;;;;0;COM_gree02;;2
COM_scgt01;;Sainte-Croix;49.23252, -0.558972;;;;1;;;2
gree01;gree01;Les Greens;49.09952, -0.284577;;;;0;COM_gree02;;2
COM_zac01;;Hauts de l'Orne;49.152924, -0.361108;;;;1;;;2
mabo01;mabo01;Mathieu Bourg;49.25492, -0.373165;;;;0;ARCOM@MAT004;;2
COM_lama02;;La Marque;49.28749, -0.319828;;;;1;;;2
capu01;capu01;Capucines;49.278416, -0.296065;;;;0;COM_capu02;;2
COM_th32;;Théâtre Quai 3;49.180508, -0.363054;;;;1;;;2
paor02;;Parc d'Ornano;49.188965, -0.348382;;;;0;COM_paor01;;2
COM_deli12;;Délivrande;49.190056, -0.359426;;;;1;;;2
vafo02;;Foyer;49.195454, -0.345621;;;;0;COM_vafo02_1;;2
COM_grha01;;Grande Halle;49.19155, -0.303747;;;;1;;;2
lgrte02;;La Grotte;49.184345, -0.450675;;;;0;COM_lgrte01;;2
COM_th91;;Théâtre Quai 1;49.180454, -0.362708;;;;1;;;2
clhe02;;Clos Herbert;49.192085, -0.355129;;;;0;COM_clhe02_1;;2
COM_hdvc02;;Hôtel de Ville Quai 2;49.181454, -0.370537;;;;1;;;2
clhe01;;Clos Herbert;49.192543, -0.354426;;;;0;COM_clhe02_1;;2
COM_norv02;;Norvège;49.237255, -0.415603;;;;1;;;2
lvik01;lvik01;Les Vikings;49.244843, -0.371457;Vikings;;;0;ARCOM@MAT021;;2
COM_nior01;;Nicolas Oresme;49.18548, -0.398452;;;;1;;;2
ruci01;;Rue des Cités;49.18783, -0.289648;;;;0;COM_ruci01;;2
peva02;;Petit Vallon;49.181755, -0.266067;;;;0;COM_peva01;;2
cheh02;;Château d'Eau;49.203323, -0.339925;;;;0;COM_cheh01;;2
peva01;;Petit Vallon;49.182404, -0.265962;;;;0;COM_peva01;;2
cheh01;;Château d'Eau;49.20331, -0.340158;;;;0;COM_cheh01;;2
rbay02;rbay02;Route de Bayeux;49.188374, -0.415354;Route de Bayeux;;;0;1150282;;2
jeme01;;Jean Mermoz;49.168774, -0.329849;;;;0;COM_jeme02_1;;2
hipp02;C021B;Hippodrome;49.17813, -0.363016;Hippodrome;;;0;ARCOM@C021;;2
jufe11;;Jean Effel;49.186005, -0.287347;;;;0;COM_jufe22;;2
euma01;;Eugène Maës;49.17657, -0.388847;;;;0;COM_euma02;;2
rema02;;Reine Mathilde;49.187702, -0.354592;;;;0;COM_rema02;;2
stor01;;Stade d'Ornano;49.180794, -0.396876;;;;0;COM_stor02;;2
quat11;14C053A;Château Quatrans;49.185013, -0.363368;Quatrans;;;0;1150268;;2
chrm01;chrm01;Charmettes;49.173504, -0.326227;Charmettes;;;0;1150749;;2
quat12;;Château Quatrans;49.185066, -0.363403;;;;0;1150268;;2
volt01;;Voltaire;49.23231, -0.304905;;;;0;COM_volt02;;2
clbe01;;Clos Beaumois;49.1881, -0.352205;;;;0;COM_clbe01_1;;2
demou02;;Démouville Mairie;49.178165, -0.270013;;;;0;COM_demou02_1;;2
reth02;;Rethel;49.16973, -0.334187;;;;0;COM_reth01;;2
lite01;;Lionel Terray;49.177887, -0.279076;;;;0;COM_lite01;;2
lese01;;Les Semeurs;49.1932, -0.268607;;;;0;COM_lese01;;2
cuss01;;Cussy;49.201626, -0.417174;;;;0;COM_cuss02;;2
reth01;;Rethel;49.169827, -0.334305;;;;0;COM_reth01;;2
cali02;;Carrefour de la Liberté;49.183594, -0.285167;;;;0;COM_cali02;;2
rher11;;Rue d'Hérouville;49.19381, -0.346043;;;;0;COM_rher11;;2
finl02;;Finlande;49.174007, -0.305919;;;;0;COM_finl02;;2
mabl01;;Blainville Mairie;49.22829, -0.299991;;;;0;COM_mabl01;;2
finl01;;Finlande;49.17497, -0.306393;;;;0;COM_finl02;;2
mabl02;;Blainville Mairie;49.228138, -0.300074;;;;0;COM_mabl01;;2
stpa02;stpa02;Collège Saint-Paul;49.18435, -0.399092;;;;0;COM_stpa01;;2
lese02;;Les Semeurs;49.193214, -0.268374;;;;0;COM_lese01;;2
char22;;Molière;49.19288, -0.393593;;;;0;COM_char02_1;;2
lanf02;lanf02;Collège Hasting;49.184895, -0.379085;Lanfranc;;;0;ARCOM@C024;;2
ptve01;ptve01;Pont de Venoix;49.17471, -0.388705;;;;0;COM_ptve11;;2
gruch01;gruch01;Gruchy;49.216656, -0.436066;Gruchy;;;0;1150864;;2
1151699;14CLB025A;Lazzaro;49.19817, -0.29412;Lazzaro;;;0;COM_laza02_1;;2
bocl01;;Bois Claquet;49.17745, -0.305629;;;;0;COM_bocl01_1;;2
arde01;;Ardenne;49.199535, -0.412352;;;;0;COM_arde11_1;;2
smae02;smae02;Saint-Manvieu Eglise;49.180717, -0.501469;;;;0;ARCOM@SMA002;;2
ruti01;;Tisserands;49.206833, -0.376592;;;;0;COM_ruti01;;2
lema02;lema02;Le Marcelet;49.183105, -0.484151;;;;0;ARCOM@SMA024;;2
stmi01;;Saint-Michel;49.175404, -0.35471;;;;0;COM_stmi02_1;;2
vale01;avva01;Valeuse;49.204052, -0.33512;;;;0;COM_avva02;;2
rech01;;Résidence aux Champs;49.205746, -0.428069;;;;0;COM_rech02;;2
edro02;;Edmond Rostand;49.174145, -0.332184;;;;0;COM_edro01;;2
magi01;;Giberville Mairie;49.181534, -0.2821;;;;0;COM_magi01_1;;2
crgu01;;Croix Guérin;49.190796, -0.356982;;;;0;COM_crgu02;;2
pexn02;pexn02;Zénith;49.172512, -0.380337;Zénith;;;0;ARCOM@C039;;2
madr02;;Madrid;49.14405, -0.346357;;;;0;COM_madr02_1;;2
vibu11;;Rue de Villons;49.199696, -0.400251;;;;0;COM_vibu02;;2
memo01;;Mémorial;49.198647, -0.382189;;;;0;COM_memo02;;2
cthe12;;Théâtre Quai 4;49.179775, -0.363331;;;;0;COM_cthe12;;2
vaug01;C052A;Vaugueux;49.18554, -0.360567;Vaugueux;;;0;ARCOM@C052;;2
1153664;14VER006B;Verson centre;49.15635, -0.448578;Verson centre;;;0;ARCOM@VER006;;2
debu01;;Debussy;49.140575, -0.354685;;;;0;COM_debu12_1;;2
cpam01;cpam01;CPAM;49.209873, -0.370042;CPAM;;;0;1150295;;2
mlk01;;Martin Luther King;49.134964, -0.288533;;;;0;COM_mlk02;;2
rtpa01;rtpa01;Route de Paris;49.170048, -0.323868;Route de Paris;;;0;COM_rtpa02;;2
gall;;Venoix;49.18102, -0.401302;;;;0;COM_gall32;;2
ciga02;;Espace Gardin;49.179676, -0.365714;;;;0;COM_ciga02;;2
rotb02;;Rots Bonny;49.203594, -0.47566;;;;0;COM_rotb02;;2
deba12;;Débarquement;49.20279, -0.392266;;;;0;COM_deba11;;2
tour01;;Tourterelles;49.194744, -0.392567;;;;0;COM_tour02;;2
coty22;;Coty;49.19157, -0.398159;;;;0;COM_coty22_1;;2
pc02;pc02;Place Courtonne;49.183895, -0.356731;;;;0;COM_C020;;2
rtpa02;rtpa02;Route de Paris;49.16996, -0.323823;Route de Paris;;;0;COM_rtpa02;;2
quju11;;Quai de Juillet;49.17804, -0.353939;;;;0;COM_quju11;;2
chan01;;Chanterie;49.19922, -0.408449;;;;0;COM_chan02_1;;2
heke02;;Hélène Keller;49.18552, -0.339261;;;;0;COM_heke01_1;;2
ccou01;;Charles de Coulomb;49.167675, -0.317543;;;;0;COM_ccou02;;2
albe22;;Albert 1er;49.17006, -0.34773;;;;0;COM_albe22;;2
plca02;plca02;Place du Canada;49.185562, -0.371713;;;;0;ARCOM@C111;;2
mafo04;mafo04;Maurice Fouques;49.17117, -0.328646;;;;0;COM_mafo04;;2
rich02;rich02;Riva Charmettes;49.288044, -0.272343;;;;0;ARCOM@OUI023;;2
mafo03;mafo03;Maurice Fouques;49.17111, -0.328522;;;;0;COM_mafo04;;2
mjc02;;PAJ-MJC;49.20056, -0.332771;;;;0;COM_mjc01;;2
rorn11;;Gare - Rives de l'Orne;49.178616, -0.350404;;;;0;COM_rorn11;;2
cadi12;;Café des Images;49.202114, -0.331974;;;;0;COM_cadi14;;2
qulo02;;Quai de la Londe;49.18331, -0.35404;;;;0;COM_qulo02;;2
stcme01;;Stade C. Mercier;49.17756, -0.390833;;;;0;COM_stcme02;;2
qulo01;;Quai de la Londe;49.183323, -0.353876;;;;0;COM_qulo02;;2
nash01;;Nashville;49.200626, -0.38772;;;;0;COM_nash02;;2
bourgu01;;Bourgogne;49.194427, -0.400354;;;;0;COM_bourgu02;;2
nled02;;Lynton Lynmouth;49.235947, -0.286724;;;;0;COM_nled01;;2
bourgu02;;Bourgogne;49.19438, -0.400722;;;;0;COM_bourgu02;;2
rice02;rice02;Riva Centre;49.284542, -0.261832;;;;0;COM_rice02_1;;2
vdes02;;Collège Desmeserets;49.170982, -0.351366;;;;0;COM_vdes02;;2
tl_4;;Tour Leroy;49.184452, -0.358804;;;;0;1176780;;2
touv02;;Tourville;49.18455, -0.347508;;;;0;COM_touv02;;2
chat01;chat01;Bénouville Château;49.23912, -0.283385;;;;0;COM_chat02;;2
C029B;C029B;Lycée Malherbe;49.176945, -0.371218;Lycée Malherbe;;;0;COM_lyma11;;2
ph01;;Pierre Heuzé;49.199303, -0.347262;;;;0;COM_ph02_2;;2
C029A;C029A;Lycée Malherbe;49.17595, -0.371003;Lycée Malherbe;;;0;COM_lyma11;;2
unic02;;Unicité;49.201553, -0.394794;;;;0;COM_unic01;;2
deca02;;Decaen;49.168465, -0.346883;;;;0;COM_deca01;;2
1152841;14MON023A;Centre commercial Sud;49.16012, -0.29179;Centre commercial;;;0;1150743;;2
sene01;ROT022A;Senestre;49.200665, -0.463056;Senestre;;;0;COM_sene01;;2
lpla02;lpla02;La Plaine;49.185745, -0.434882;;;;0;COM_lpla11;;2
sene02;ROT022B;Senestre;49.200565, -0.463064;Senestre;;;0;COM_sene01;;2
con01;;Concorde;49.156788, -0.34173;;;;0;COM_con01;;2
ifcl02;;Clément Ader;49.142788, -0.325406;;;;0;COM_ifcl01;;2
lefo02;;Léon Foucault;49.20963, -0.350256;;;;0;COM_lefo02;;2
ifcl01;;Clément Ader;49.142673, -0.325148;;;;0;COM_ifcl01;;2
cam502;;Campus 5;49.208847, -0.351821;;;;0;COM_cam502_1;;2
majo02;;Maréchal Joffre;49.171597, -0.349109;;;;0;COM_majo01_1;;2
hmmi01;;Minotaure;49.29435, -0.304728;;;;0;COM_hmmi02;;2
stje01;;Saint-Jean Eudes;49.188694, -0.336601;;;;0;COM_stje01;;2
piep02;piep02;Piéplu;49.274117, -0.301737;;;;0;ARCOM@COC020;;2
stje02;;Saint-Jean Eudes;49.189068, -0.336859;;;;0;COM_stje01;;2
avmo22;avmo22;Morice;49.206715, -0.35214;;;;0;COM_avmo21;;2
jonc02;jonc02;Jonchets;49.163883, -0.339069;;;;0;COM_jonc01;;2
jaro01;;Jardins Romain;49.28312, -0.322811;;;;0;COM_jaro01;;2
rogo02;;Rouge Gorge;49.194405, -0.396458;;;;0;COM_rogo01_1;;2
list02;;Lion Stade;49.300327, -0.324254;;;;0;COM_list01;;2
bres02;;Brest;49.196777, -0.352741;;;;0;COM_bres02;;2
newt02;;Newton;49.152405, -0.30137;;;;0;COM_newt02;;2
msau02;msau02;Mont du Saule;49.18251, -0.22729;Mont du saule;;;0;COM_msau02;;2
nomad7;nomad7;Charité;49.152546, -0.342802;Charite;;;0;COM_IFS025B;;2
anjo01;;Anjou;49.141605, -0.355233;;;;0;COM_anjo01;;2
poes01;poes01;Porte d'Espagne;49.14803, -0.340195;Porte d'espagne;;;0;ARCOM@IFS022;;2
anjo02;;Anjou;49.14149, -0.355392;;;;0;COM_anjo01;;2
pogr01;;Pommier Gris;49.16009, -0.332964;;;;0;COM_pogr02;;2
stad01;stad01;Troarn Stade;49.182045, -0.187414;TROARN_Stade;;;0;COM_stad02;;2
pubb02;pubb02;Putot Bourg;49.211376, -0.54232;;;;0;COM_pubb02;;2
vefo01;;Fouquet;49.18529, -0.344309;;;;0;COM_vefo02_1;;2
ecuy01;;Ecuyère;49.181892, -0.366733;;;;0;COM_ecuy01;;2
poin32;poin32;Poincaré;49.1655, -0.342429;;;;0;COM_poin16;;2
chpp01;;Chappe;49.15434, -0.312366;;;;0;COM_chpp01;;2
cema02;;Collège Hawking;49.158386, -0.360996;;;;0;COM_cema02;;2
clss11;clss11;Collège Senghor Quai 1;49.135757, -0.350868;;;;0;ARCOM@IFS013;;2
repa11;;Résidence du Parc;49.18002, -0.316965;;;;0;COM_repa11;;2
coud01;;Coudriers;49.162155, -0.339623;;;;0;COM_coud01;;2
biat12;;Presqu'Île;49.18127, -0.348583;;;;0;COM_biat12;;2
pihe22;;Pierre Heuzé;49.199043, -0.346418;;;;0;COM_pihe12;;2
rdca11;;Rue des Carrières;49.18269, -0.272309;;;;0;COM_rdca11;;2
1167388;14SCT010A;Hôtel fortuné;49.227688, -0.563841;;;;0;COM_hofor01;;2
monc02;;Montcalm;49.197952, -0.342808;;;;0;COM_monc01_1;;2
moeg01;;Mondeville Eglise;49.175358, -0.322312;;;;0;COM_moeg02;;2
mape01;mape01;Maison du Peuple;49.177437, -0.328777;Maison du peuple;;;0;COM_mape02;;2
ph02;;Pierre Heuzé;49.199173, -0.347022;;;;0;COM_ph02_2;;2
coto02;;Cotonnière;49.197834, -0.40136;;;;0;COM_coto01;;2
moeg02;;Mondeville Eglise;49.175316, -0.321963;;;;0;COM_moeg02;;2
biat01;;Presqu'Île;49.181156, -0.348765;;;;0;COM_biat12;;2
ceaq01;ceaq01;Centre Aquatique;49.187332, -0.44103;;;;0;COM_ceaq11_1;;2
mape02;mape02;Maison du Peuple;49.17718, -0.329365;Maison du peuple;;;0;COM_mape02;;2
dub01;dub01;Dublin;49.168324, -0.312082;;;;0;COM_dub01;;2
clne01;DEM020A;ZA du Clos Neuf;49.173244, -0.267131;Za clos neuf;;;0;COM_clne01;;2
roct01;roct01;Rots Centre;49.19938, -0.47189;;;;0;COM_roct02;;2
sapo02;TRN023A;Acacia;49.180935, -0.184624;TROARN_Acacia;;;0;COM_acaci01_1;;2
lapo01;lapo01;La Pommeraie;49.17064, -0.520001;;;;0;COM_lapo01;;2
rher02;;La Hache;49.19385, -0.343054;;;;0;COM_rher02_1;;2
ampe02;ampe02;Ampère;49.16015, -0.322439;;;;0;COM_ampe01;;2
mafl02;;Fleury Mairie;49.147305, -0.377555;;;;0;COM_mafl02;;2
noka11;;Normandika;49.145515, -0.366642;;;;0;COM_noka12;;2
rher01;;La Hache;49.193703, -0.343143;;;;0;COM_rher02_1;;2
suno02;;Suisse Normande;49.140404, -0.372971;;;;0;COM_suno01;;2
roct02;roct02;Rots Centre;49.199562, -0.472477;;;;0;COM_roct02;;2
lmare01;lmare01;Le Mareschet;49.18203, -0.489376;;;;0;COM_lmare01;;2
mafl01;;Fleury Mairie;49.147415, -0.377288;;;;0;COM_mafl02;;2
ebor01;ebor01;L'Orgueilleuse Eglise;49.2097, -0.509902;;;;0;ARCOM@BLO002;;2
cimne02;;Cimetière Nord-Est;49.191048, -0.340988;;;;0;COM_cimne02_1;;2
beri12;;Beau Rivage;49.21845, -0.350923;;;;0;COM_beri11_1;;2
macl02;macl02;Mare aux Clercs;49.208675, -0.506579;BRETTEVILLE-L'ORGUEILLEUSE_Mare aux clercs;;;0;COM_macl01;;2
plvi01;;Place Villers;49.178658, -0.378947;;;;0;COM_plvi01_1;;2
toura12;;Touraine;49.19417, -0.398778;;;;0;COM_toura12;;2
nelma;;Collège Mandela;49.20138, -0.34442;;;;0;COM_nelma;;2
mamo02;;Mondeville Mairie;49.176685, -0.320961;;;;0;COM_mamo02;;2
gdel02;;Grande Delle;49.205944, -0.342147;;;;0;COM_gdel01_1;;2
pdra01;;Parc des Drapeaux;49.19824, -0.455557;;;;0;COM_pdra02_1;;2
pate22;;Parc Tertiaire;49.208897, -0.324573;;;;0;COM_pate22_1;;2
mocl01;;Clopée;49.18205, -0.316192;;;;0;COM_mocl02;;2
rgen01;;Genève;49.159744, -0.339649;;;;0;COM_rgen01_1;;2
bbre02;bbre02;Biéville Château;49.24447, -0.321787;;;;0;ARCOM@BIE007;;2
acad01;;Acadiens;49.20475, -0.381929;;;;0;COM_acad02_1;;2
ger01;;Gernez;49.193993, -0.38383;;;;0;COM_ger02;;2
lebi12;;Lebisey;49.214443, -0.343425;;;;0;COM_ecol02;;2
ptsn01;;Pont SNCF;49.176514, -0.331923;;;;0;COM_ptsn02;;2
pova01;;Poppa de Valois;49.19865, -0.338997;;;;0;COM_pova02;;2
ger02;;Gernez;49.194057, -0.383737;;;;0;COM_ger02;;2
avbe02;;Berlin;49.199993, -0.337337;;;;0;COM_avbe02;;2
ptsn02;;Pont SNCF;49.176437, -0.332193;;;;0;COM_ptsn02;;2
neme01;neme01;Neuf Mer;49.230675, -0.48027;;;;0;COM_neme01;;2
rocc02;rocc02;Zone Commerciale;49.198116, -0.457467;Zone commerciale;;;0;COM_crots01;;2
gyhu02;;Gymnase Humbert;49.207954, -0.334266;;;;0;COM_gyhu02_1;;2
fmar22;;La Ferme Marais;49.179424, -0.300941;;;;0;COM_fmar01_1;;2
grpa01;;Grand Parc;49.202293, -0.336991;;;;0;COM_grpa02;;2
cacu03;;Callouins;49.187603, -0.268982;;;;0;COM_cacu03_1;;2
egbr02;egbr02;Bretteville Église;49.166443, -0.413963;Bretteville église;;;0;1150076;;2
cste02;;Calvaire Saint-Etienne;49.18372, -0.38984;;;;0;COM_cste01;;2
htha01;htha01;Hauts de Thaon;49.255585, -0.456487;Hauts de Thaon;;;0;COM_htha02;;2
istp02;;Institution Saint-Pierre;49.183002, -0.383134;;;;0;COM_istp01_1;;2
egve02;;Venoix Eglise;49.17272, -0.394882;;;;0;COM_egve01_1;;2
cycr01;cycr01;Cygne de Croix;49.171238, -0.35393;Cygne de croix;;;0;COM_cycr01;;2
broc01;;Brocéliande;49.17858, -0.402489;;;;0;COM_broc02;;2
stmf02;;Mendès France;49.147846, -0.345527;;;;0;COM_stmf02;;2
plce01;;Place Centrale;49.15428, -0.329935;;;;0;COM_plce02_1;;2
libe12;;Libérateurs;49.13841, -0.345337;;;;0;COM_libec02_4;;2
etma02;;Etat Major;49.180473, -0.377767;;;;0;COM_etma02_1;;2
modi62;;Modigliani;49.154057, -0.34566;;;;0;COM_modi42;;2
malo02;;Louvigny Mairie;49.15687, -0.39008;;;;0;COM_malo01_1;;2
plan02;;Planitre;49.18694, -0.402152;;;;0;COM_plan01;;2
abar02;;Abbaye;49.197117, -0.413078;;;;0;COM_abar01;;2
juve02;;Jules Verne;49.15668, -0.347221;;;;0;COM_juve01_1;;2
pate01;;Parc Tertiaire;49.208656, -0.324506;;;;0;COM_pate22_1;;2
lyro01;;Lycée Rostand;49.161594, -0.351836;;;;0;COM_lyro01;;2
melo01;;Louvigny Mesnil;49.16255, -0.408395;;;;0;COM_melo01;;2
clss14;clss14;Collège Senghor Quai 4;49.13566, -0.350602;;;;0;ARCOM@IFS013;;2
egtha01;egtha01;Thaon Eglise;49.26093, -0.456599;Eglise;;;0;COM_egtha01;;2
chva01;;Chemin du Val;49.15046, -0.34443;;;;0;COM_chva12_1;;2
borc01;borc01;L'Orgueilleuse Mairie;49.211533, -0.515671;;;;0;1150035;;2
clss13;clss13;Collège Senghor Quai 3;49.135742, -0.350248;;;;0;ARCOM@IFS013;;2
eclo02;;Louvigny Ecole;49.157467, -0.393566;;;;0;COM_eclo02;;2
blwa01;;Black Watch;49.140602, -0.342386;;;;0;COM_blwa02;;2
mmoi02;;Maison Moisson;49.156914, -0.398129;;;;0;COM_mmoi01;;2
chfl02;;Chemin de Fleury;49.15253, -0.345524;;;;0;COM_chfl22;;2
loce01;;Louvigny Centre;49.15664, -0.392083;;;;0;COM_loce02_1;;2
6acres01;;6 Acres;49.22682, -0.371977;;;;0;COM_6acres;;2
chev02;;Chevaliers;49.176918, -0.402044;;;;0;COM_chev01;;2
cind01;;Cindais;49.12797, -0.379526;;;;0;COM_cind02_1;;2
rosel01;rosel01;Rosel Bourg;49.228394, -0.459349;Rosel;;;0;COM_rosel01;;2
cdfo02;;Charles de Foucauld;49.161385, -0.362737;;;;0;COM_cdfo01;;2
egro01;ROT002B;Rots Eglise;49.211517, -0.474474;;;;0;ARCOM@ROT002;;2
rtha02;;Route d'Harcourt;49.155945, -0.36947;;;;0;COM_rtha01_1;;2
p27j02;;Place du 27 Juin;49.187283, -0.445746;;;;0;COM_p27j01;;2
lava01;BLA021B;Langevin Wallon;49.227646, -0.306807;;;;0;COM_lava02;;2
p27j01;;Place du 27 Juin;49.18717, -0.446;;;;0;COM_p27j01;;2
niep02;niep02;Niepce;49.15472, -0.300269;;;;0;COM_niep02;;2
mabo02;MAT004B;Mathieu Bourg;49.254906, -0.37325;Bourg;;;0;ARCOM@MAT004;;2
osty01;osty01;Ostiguy;49.128883, -0.37716;Ostiguy;;;0;COM_osty02;;2
cibe02;;Cité Bellevue;49.187405, -0.412422;;;;0;COM_cibe02_1;;2
osty02;osty02;Ostiguy;49.128895, -0.377037;Ostiguy;;;0;COM_osty02;;2
festy02;festy02;Festyland;49.186337, -0.430319;;;;0;ARCOM@CAR025;;2
vihu02;;Victor Hugo;49.22446, -0.30826;;;;0;COM_vihu02;;2
festy01;festy01;Festyland;49.186386, -0.429841;;;;0;ARCOM@CAR025;;2
clep11;;Clos de l'Epine;49.23363, -0.388809;;;;0;COM_clep12;;2
ceaq11;ceaq11;Centre Aquatique;49.187553, -0.442409;;;;0;COM_ceaq11_1;;2
clda02;;Clos de l'Avonde;49.227367, -0.385197;;;;0;COM_clda02_1;;2
burr02;MAT019B;Burrator;49.251385, -0.3722;Burrator;;;0;ARCOM@MAT019;;2
vicl01;vicl01;Coopérative;49.23357, -0.413667;Coopérative;;;0;1151184;;2
matm02;;Mathieu Mairie;49.25258, -0.373059;;;;0;COM_matm02;;2
cave01;;Cavelier;49.197914, -0.350976;;;;0;COM_cave02_1;;2
hamf01;hamf01;Hameau du Four;49.135498, -0.277869;;;;0;ARCOM@SOL022;;2
save02;saver02;Salle Verte;49.201942, -0.196442;;;;0;StopAreaCAE3834;;2
chat02;chat02;Château;49.239037, -0.283476;;;;0;COM_chat02;;2
pabl01;;Paitis Blancs;49.126625, -0.385945;;;;0;COM_pabl01;;2
bore02;LFR021B;Le Bout Renard;49.263, -0.485252;Le bout renard;;;0;ARCOM@LFR021;;2
saver01;save01;Salle Verte;49.20191, -0.1963;;;;0;StopAreaCAE3834;;2
univ21;;Université;49.18875, -0.363437;;;;0;COM_univ22;;2
luxe02;luxe02;Luxembourg;49.12095, -0.378291;Luxembourg;;;0;ARCOM@STA022;;2
squa01;;Square;49.1846, -0.446753;;;;0;COM_squa12;;2
inle01;;Institut Lemonnier;49.193604, -0.349722;;;;0;COM_inle01;;2
rpdo01;;Port de Plaisance;49.180504, -0.350574;;;;0;COM_rpdo01;;2
teav22;;Terres d'Avenir;49.23142, -0.294358;;;;0;COM_teav22;;2
maeg02;MAT002A;Mathieu Église;49.254433, -0.369806;Eglise;;;0;1150693;;2
pihe12;;Pierre Heuzé;49.19886, -0.346868;;;;0;COM_pihe12;;2
lpla12;lpla12;La Plaine;49.18512, -0.43518;;;;0;COM_lpla11;;2
vilb02;vilb02;Villons Centre;49.24027, -0.408305;Villons centre;;;0;1151183;;2
grbu01;14MON026A;Grands Bureaux;49.185642, -0.311042;Grands bureaux;;;0;COM_grbu01_1;;2
mebou01;mebou01;Mesnil Bourg;49.20387, -0.183857;;;;0;COM_mebou02;;2
rcau02;;Route de Caumont;49.187325, -0.416752;;;;0;COM_rcau02;;2
th71;;Théâtre Quai 1;49.180454, -0.362708;;;;0;COM_th91;;2
un01;;Université;49.188877, -0.364;;;;0;COM_un01;;2
gira02;;Girafe;49.205685, -0.368491;;;;0;COM_gira01_1;;2
squa12;;Square;49.184643, -0.446755;;;;0;COM_squa12;;2
liro02;liro02;Lirose;49.176468, -0.236565;;;;0;StopAreaCAE3838;;2
chba01;chba01;Champs Bailly;49.216503, -0.415772;Champ Bailly;;;0;1151029;;2
rlec02;;Cayrière;49.254734, -0.377251;;;;0;COM_rlec01_1;;2
isav02;isav02;Isaville;49.294857, -0.294267;;;;0;COM_isav02;;2
epro01;epro01;Germes de Blé;49.220985, -0.367374;Les germes de blé;;;0;COM_epro01_1;;2
msol01;msol01;Soliers Mairie;49.13466, -0.29568;;;;0;COM_msol02;;2
aven02;VER032B;Avenir;49.15155, -0.472847;Avenir;;;0;COM_aven02;;2
chpi;;Champ Picot;49.191967, -0.271918;;;;0;COM_chpi;;2
cocv02;cocv02;Collevillette;49.286312, -0.287921;;;;0;COM_cocv02;;2
jeme02;;Jean Mermoz;49.16877, -0.330002;;;;0;COM_jeme02_1;;2
maiz01;maiz01;Le Maizeret;49.189808, -0.20682;;;;0;StopAreaCAE3840;;2
chr01;;CHR;49.189884, -0.344768;;;;0;COM_chr01;;2
plsm02;;Place Saint-Martin;49.183834, -0.369921;;;;0;COM_plsm02_1;;2
vend11;;Vendeuvre;49.181755, -0.353124;;;;0;COM_vend12_1;;2
sqrd02;;Rhin-Danube;49.18813, -0.382313;;;;0;COM_sqrd02;;2
